text,label
"Mrs. Dashwood was prudent enough to remain at the cottage, without attempting a removal to Delaford; and fortunately for Sir John and Mrs. Jennings, when Marianne was taken from them, Margaret had reached an age highly suitable for dancing, and not very ineligible for being supposed to have a lover.",AUSTEN
Vanity was the beginning and the end of Sir Walter Elliot’s character; vanity of person and of situation.,AUSTEN
Elizabeth did not quite equal her father in personal contentment.,AUSTEN
"The Kellynch property was good, but not equal to Sir Walter’s apprehension of the state required in its possessor.",AUSTEN
"What will he be doing, in fact, but what very many of our first families have done, or ought to do?",AUSTEN
"But the usual fate of Anne attended her, in having something very opposite from her inclination fixed on.",AUSTEN
"She had never received from her more than outward attention, nothing beyond the observances of complaisance; had never succeeded in any point which she wanted to carry, against previous inclination.",AUSTEN
"After a short pause, Mr Shepherd presumed to say— “In all these cases, there are established usages which make everything plain and easy between landlord and tenant.",AUSTEN
"Soldiers, in active service, are not at all better off: and even in the quieter professions, there is a toil and a labour of the mind, if not of the body, which seldom leaves a man’s looks to the natural effect of time.",AUSTEN
"I thought you were speaking of some man of property: Mr Wentworth was nobody, I remember; quite unconnected; nothing to do with the Strafford family.",AUSTEN
It only added a dangerous character to himself.,AUSTEN
"She had been forced into prudence in her youth, she learned romance as she grew older: the natural sequel of an unnatural beginning.",AUSTEN
"Anne was so impressed by the degree of their danger, that she could not excuse herself from trying to make it perceptible to her sister.",AUSTEN
"Their respectability was as dear to her as her own, and a daily intercourse had become precious by habit.",AUSTEN
“You have had your little boys with you?”,AUSTEN
I was very well yesterday; nothing at all the matter with me till this morning.,AUSTEN
Their children had more modern minds and manners.,AUSTEN
"Mary’s declaration was, “I hate sending the children to the Great House, though their grandmamma is always wanting to see them, for she humours and indulges them to such a degree, and gives them so much trash and sweet things, that they are sure to come back sick and cross for the rest of the day.”",AUSTEN
"She played a great deal better than either of the Miss Musgroves, but having no voice, no knowledge of the harp, and no fond parents, to sit by and fancy themselves delighted, her performance was little thought of, only out of civility, or to refresh the others, as she was well aware.",AUSTEN
Anne hoped she had outlived the age of blushing; but the age of emotion she certainly had not.,AUSTEN
"Captain Wentworth made a very early return to Mr Musgrove’s civility, and she was all but calling there in the same half hour.",AUSTEN
"If there is anything disagreeable going on men are always sure to get out of it, and Charles is as bad as any of them.",AUSTEN
"“Are you serious?” cried Mary, her eyes brightening.",AUSTEN
"There had been music, singing, talking, laughing, all that was most agreeable; charming manners in Captain Wentworth, no shyness or reserve; they seemed all to know each other perfectly, and he was coming the very next morning to shoot with Charles.",AUSTEN
"Doubtless it was so, and she could take no revenge, for he was not altered, or not for the worse.",AUSTEN
"“A strong mind, with sweetness of manner,” made the first and the last of the description.",AUSTEN
"“Phoo! phoo!” cried the Admiral, “what stuff these young fellows talk!",AUSTEN
"The girls were now hunting for the Laconia; and Captain Wentworth could not deny himself the pleasure of taking the precious volume into his own hands to save them the trouble, and once more read aloud the little statement of her name and rate, and present non-commissioned class, observing over it that she too had been one of the best friends man ever had.",AUSTEN
"“But, if I know myself,” said he, “this is from no want of gallantry towards them.",AUSTEN
"When he is married, if we have the good luck to live to another war, we shall see him do as you and I, and a great many others, have done.",AUSTEN
"It was a merry, joyous party, and no one seemed in higher spirits than Captain Wentworth.",AUSTEN
"Which of the two sisters was preferred by Captain Wentworth was as yet quite doubtful, as far as Anne’s observation reached.",AUSTEN
"No, no; Henrietta might do worse than marry Charles Hayter; and if she has him, and Louisa can get Captain Wentworth, I shall be very well satisfied.”",AUSTEN
"She only attempted to say, “How do you do?",AUSTEN
"Anne longed for the power of representing to them all what they were about, and of pointing out some of the evils they were exposing themselves to.",AUSTEN
He was more engaged with Louisa than with Henrietta.,AUSTEN
"Louisa seemed the principal arranger of the plan; and, as she went a little way with them, down the hill, still talking to Henrietta, Mary took the opportunity of looking scornfully around her, and saying to Captain Wentworth— “It is very unpleasant, having such connexions!",AUSTEN
You are never sure of a good impression being durable; everybody may sway it.,AUSTEN
"She had much to recover from, before she could move.",AUSTEN
"The Admiral’s kind urgency came in support of his wife’s; they would not be refused; they compressed themselves into the smallest possible space to leave her a corner, and Captain Wentworth, without saying a word, turned to her, and quietly obliged her to be assisted into the carriage.",AUSTEN
"“Very good humoured, unaffected girls, indeed,” said Mrs Croft, in a tone of calmer praise, such as made Anne suspect that her keener powers might not consider either of them as quite worthy of her brother; “and a very respectable family.",AUSTEN
"Fortune came, his prize-money as lieutenant being great; promotion, too, came at last; but Fanny Harville did not live to know it.",AUSTEN
"He drew, he varnished, he carpentered, he glued; he made toys for the children; he fashioned new netting-needles and pins with improvements; and if everything else was done, sat down to his large fishing-net at one corner of the room.",AUSTEN
"Do not you think it is quite a mistaken point of conscience, when a clergyman sacrifices his health for the sake of duties, which may be just as well performed by another person?",AUSTEN
It was driven by a servant in mourning.,AUSTEN
"Oh! the great-coat was hanging over the panel, and hid the arms, so it did; otherwise, I am sure, I should have observed them, and the livery too; if the servant had not been in mourning, one should have known him by the livery.”",AUSTEN
"He stood his chance for the rest; wrote up for leave of absence, but without waiting the return, travelled night and day till he got to Portsmouth, rowed off to the Grappler that instant, and never left the poor fellow for a week.",AUSTEN
"Every one capable of thinking felt the advantage of the idea, and in a moment (it was all done in rapid moments) Captain Benwick had resigned the poor corpse-like figure entirely to the brother’s care, and was off for the town with the utmost rapidity.",AUSTEN
"The tone, the look, with which “Thank God!” was uttered by Captain Wentworth, Anne was sure could never be forgotten by her; nor the sight of him afterwards, as he sat near a table, leaning over it with folded arms and face concealed, as if overpowered by the various feelings of his soul, and trying by prayer and reflection to calm them.",AUSTEN
"The plan had reached this point, when Anne, coming quietly down from Louisa’s room, could not but hear what followed, for the parlour door was open.",AUSTEN
"Without emulating the feelings of an Emma towards her Henry, she would have attended on Louisa with a zeal above the common claims of regard, for his sake; and she hoped he would not long be so unjust as to suppose she would shrink unnecessarily from the office of a friend.",AUSTEN
"In speaking of the Harvilles, he seemed unable to satisfy his own sense of their kindness, especially of Mrs Harville’s exertions as a nurse.",AUSTEN
Scenes had passed in Uppercross which made it precious.,AUSTEN
"Anne, have you courage to go with me, and pay a visit in that house?",AUSTEN
"One man’s ways may be as good as another’s, but we all like our own best.",AUSTEN
I suppose he was afraid of finding it dull; but upon my word I should have thought we were lively enough at the Cottage for such a heart-broken man as Captain Benwick.”,AUSTEN
"“Oh! as to being Anne’s acquaintance,” said Mary, “I think he is rather my acquaintance, for I have been seeing him every day this last fortnight.”",AUSTEN
"“He is a man,” said Lady Russell, “whom I have no wish to see.",AUSTEN
"“I hope I shall remember, in future,” said Lady Russell, as soon as they were reseated in the carriage, “not to call at Uppercross in the Christmas holidays.”",AUSTEN
"After laying out for some compliments of being deeply regretted in their old neighbourhood, which Anne could not pay, they had only a few faint enquiries to make, before the talk must be all their own.",AUSTEN
Here was a great deal to soften the business.,AUSTEN
"Mr Elliot appeared to think that he (Sir Walter) was looking exactly as he had done when they last parted;” but Sir Walter had “not been able to return the compliment entirely, which had embarrassed him.",AUSTEN
It was possible that he might stop in his way home to ask them how they did.,AUSTEN
"When he questioned, Sir Walter and Elizabeth began to question also, but the difference in their manner of doing it could not be unfelt.",AUSTEN
"The evil of a marriage would be much diminished, if Elizabeth were also to marry.",AUSTEN
He gave her to understand that he had looked at her with some earnestness.,AUSTEN
"Lady Russell confessed she had expected something better; but yet “it was an acquaintance worth having;” and when Anne ventured to speak her opinion of them to Mr Elliot, he agreed to their being nothing in themselves, but still maintained that, as a family connexion, as good company, as those who would collect good company around them, they had their value.",AUSTEN
"She had had difficulties of every sort to contend with, and in addition to these distresses had been afflicted with a severe rheumatic fever, which, finally settling in her legs, had made her for the present a cripple.",AUSTEN
"She had weathered it, however, and could truly say that it had done her good.",AUSTEN
"She is only nursing Mrs Wallis of Marlborough Buildings; a mere pretty, silly, expensive, fashionable woman, I believe; and of course will have nothing to report but of lace and finery.",AUSTEN
"Mrs Clay, who had been present while all this passed, now thought it advisable to leave the room, and Anne could have said much, and did long to say a little in defence of her friend’s not very dissimilar claims to theirs, but her sense of personal respect to her father prevented her.",AUSTEN
The same image of Mr Elliot speaking for himself brought Anne to composure again.,AUSTEN
She wanted to hear much more than Mary had communicated.,AUSTEN
What an immense time Mrs Clay has been staying with Elizabeth!,AUSTEN
"We are all very well pleased, however, for though it is not equal to her marrying Captain Wentworth, it is infinitely better than Charles Hayter; and Mr Musgrove has written his consent, and Captain Benwick is expected to-day.",AUSTEN
"There are several odd-looking men walking about here, who, I am told, are sailors.",AUSTEN
"They were too much like joy, senseless joy!",AUSTEN
"There, take my arm; that’s right; I do not feel comfortable if I have not a woman there.",AUSTEN
"The Miss Musgrove, that all this has been happening to.",AUSTEN
"“Well, well, ladies are the best judges; but James Benwick is rather too piano for me; and though very likely it is all our partiality, Sophy and I cannot help thinking Frederick’s manners better than his.",AUSTEN
"It would be of no use to go to Uppercross again, for that other Miss Musgrove, I find, is bespoke by her cousin, the young parson.",AUSTEN
"Still, however, she had enough to feel!",AUSTEN
"There was no difference between him and the man who had stood on the steps at Lyme, admiring Anne as she passed, except in the air and look and manner of the privileged relation and friend.",AUSTEN
"No, it was not to be supposed that Lady Russell would perceive him till they were nearly opposite.",AUSTEN
"She could not distinguish, but she must guess the subject; and on Captain Wentworth’s making a distant bow, she comprehended that her father had judged so well as to give him that simple acknowledgement of acquaintance, and she was just in time by a side glance to see a slight curtsey from Elizabeth herself.",AUSTEN
"It was impossible for her to enter on such a subject; and yet, after a pause, feeling the necessity of speaking, and having not the smallest wish for a total change, she only deviated so far as to say— “You were a good while at Lyme, I think?”",AUSTEN
She was just in time to see him turn into the Concert Room.,AUSTEN
You need not say anything more of your ignorance.,AUSTEN
"Such, she believed, were his words; but scarcely had she received their sound, than her attention was caught by other sounds immediately behind her, which rendered every thing else trivial.",AUSTEN
"She could not quit that room in peace without seeing Captain Wentworth once more, without the interchange of one friendly look.",AUSTEN
For a moment the gratification was exquisite.,AUSTEN
It would have been very unpleasant to me in every respect.,AUSTEN
"“I should be extremely happy; I hope you cannot doubt my willingness to be of even the slightest use to you,” replied Anne; “but I suspect that you are considering me as having a higher claim on Mr Elliot, a greater right to influence him, than is really the case.",AUSTEN
"“Oh! if these are your only objections,” cried Mrs Smith, archly, “Mr Elliot is safe, and I shall give myself no more trouble about him.",AUSTEN
“And has it indeed been spoken of?”,AUSTEN
"At last— “I beg your pardon, my dear Miss Elliot,” she cried, in her natural tone of cordiality, “I beg your pardon for the short answers I have been giving you, but I have been uncertain what I ought to do.",AUSTEN
"My poor Charles, who had the finest, most generous spirit in the world, would have divided his last farthing with him; and I know that his purse was open to him; I know that he often assisted him.”",AUSTEN
What wild imaginations one forms where dear self is concerned!,AUSTEN
"Anne, seeing her friend to be earnestly bent on it, did as she was desired.",AUSTEN
"I cannot produce written proof again, but I can give as authentic oral testimony as you can desire, of what he is now wanting, and what he is now doing.",AUSTEN
"If there is anything in my story which you know to be either false or improbable, stop me.",AUSTEN
"‘Why, to be sure, ma’am,’ said she, ‘it would not prevent his marrying anybody else.’",AUSTEN
It was on this point that she had hoped to engage Anne’s good offices with Mr Elliot.,AUSTEN
Mrs Smith had been able to tell her what no one else could have done.,AUSTEN
She meant to avoid any such alteration of manners as might provoke a remonstrance on his side.,AUSTEN
"Anne, remembering the preconcerted visits, at all hours, of Mr Elliot, would have expected him, but for his known engagement seven miles off.",AUSTEN
"It is a very fair match, as times go; and I have liked Charles Hayter all my life, and I shall not leave off now.”",AUSTEN
I will ask them all for an evening; that will be much better; that will be a novelty and a treat.,AUSTEN
"“Anne,” cried Mary, still at her window, “there is Mrs Clay, I am sure, standing under the colonnade, and a gentleman with her.",AUSTEN
"Charles, I declare it will be too abominable if you do, when you promised to go.”",AUSTEN
“Oh! no. The usual character of them has nothing for me.,AUSTEN
"She could think only of the invitation she had with such astonishment witnessed, and of the manner in which it had been received; a manner of doubtful meaning, of surprise rather than gratification, of polite acknowledgement rather than acceptance.",AUSTEN
"When she reached the White Hart, and made her way to the proper apartment, she found herself neither arriving quite in time, nor the first to arrive.",AUSTEN
"The window at which he stood was at the other end of the room from where the two ladies were sitting, and though nearer to Captain Wentworth’s table, not very near.",AUSTEN
"If the change be not from outward circumstances, it must be from within; it must be nature, man’s nature, which has done the business for Captain Benwick.”",AUSTEN
Education has been theirs in so much higher a degree; the pen has been in their hands.,AUSTEN
"Captain Wentworth was folding up a letter in great haste, and either could not or would not answer fully.",AUSTEN
"You sink your voice, but I can distinguish the tones of that voice when they would be lost on others.",AUSTEN
"You will see them both this morning, I dare say.",AUSTEN
"There they returned again into the past, more exquisitely happy, perhaps, in their re-union, than when it had been first projected; more tender, more tried, more fixed in a knowledge of each other’s character, truth, and attachment; more equal to act, more justified in acting.",AUSTEN
"I had not considered that my excessive intimacy must have its danger of ill consequence in many ways; and that I had no right to be trying whether I could attach myself to either of the girls, at the risk of raising even an unpleasant report, were there no other ill effects.",AUSTEN
"Was not the very sight of the friend who sat behind you, was not the recollection of what had been, the knowledge of her influence, the indelible, immoveable impression of what persuasion had once done—was it not all against me?”",AUSTEN
"Glowing and lovely in sensibility and happiness, and more generally admired than she thought about or cared for, she had cheerful or forbearing feelings for every creature around her.",AUSTEN
I have valued myself on honourable toils and just rewards.,AUSTEN
"Anne had no Uppercross Hall before her, no landed estate, no headship of a family; and if they could but keep Captain Wentworth from being made a baronet, she would not change situations with Anne.",AUSTEN
"She gloried in being a sailor’s wife, but she must pay the tax of quick alarm for belonging to that profession which is, if possible, more distinguished in its domestic virtues than in its national importance.",AUSTEN
